videoId,channelId,video_url
Z1CEK94CjJI,UCd6MoB9NC6uYN2grvUNT-Zg,https://www.youtube.com/watch?v=Z1CEK94CjJI
VOfoINY_w1I,UCd6MoB9NC6uYN2grvUNT-Zg,https://www.youtube.com/watch?v=VOfoINY_w1I
qNg98ljKYe0,UCd6MoB9NC6uYN2grvUNT-Zg,https://www.youtube.com/watch?v=qNg98ljKYe0
-3OwFM1E5QI,UCd6MoB9NC6uYN2grvUNT-Zg,https://www.youtube.com/watch?v=-3OwFM1E5QI
eXednT8J6Ww,UCd6MoB9NC6uYN2grvUNT-Zg,https://www.youtube.com/watch?v=eXednT8J6Ww
kdahT550Idg,UCd6MoB9NC6uYN2grvUNT-Zg,https://www.youtube.com/watch?v=kdahT550Idg
C1d6UBRzzIA,UCd6MoB9NC6uYN2grvUNT-Zg,https://www.youtube.com/watch?v=C1d6UBRzzIA
f1Eq0DLKw5g,UCd6MoB9NC6uYN2grvUNT-Zg,https://www.youtube.com/watch?v=f1Eq0DLKw5g
92ZTtRLMZIg,UCd6MoB9NC6uYN2grvUNT-Zg,https://www.youtube.com/watch?v=92ZTtRLMZIg
iBBKZ7UjkwY,UCd6MoB9NC6uYN2grvUNT-Zg,https://www.youtube.com/watch?v=iBBKZ7UjkwY
oKYbuubSK_g,UCd6MoB9NC6uYN2grvUNT-Zg,https://www.youtube.com/watch?v=oKYbuubSK_g
H51TkTEbDs8,UCd6MoB9NC6uYN2grvUNT-Zg,https://www.youtube.com/watch?v=H51TkTEbDs8
HY-o1hEldYc,UCd6MoB9NC6uYN2grvUNT-Zg,https://www.youtube.com/watch?v=HY-o1hEldYc
cbgPcRXVOG8,UCd6MoB9NC6uYN2grvUNT-Zg,https://www.youtube.com/watch?v=cbgPcRXVOG8
vjk4ttFRnyE,UCd6MoB9NC6uYN2grvUNT-Zg,https://www.youtube.com/watch?v=vjk4ttFRnyE
t4JAY1j1-FU,UCd6MoB9NC6uYN2grvUNT-Zg,https://www.youtube.com/watch?v=t4JAY1j1-FU
T7Oo_0guYaQ,UCd6MoB9NC6uYN2grvUNT-Zg,https://www.youtube.com/watch?v=T7Oo_0guYaQ
rkvgUNanvU0,UCd6MoB9NC6uYN2grvUNT-Zg,https://www.youtube.com/watch?v=rkvgUNanvU0
4K6HH785IVk,UCd6MoB9NC6uYN2grvUNT-Zg,https://www.youtube.com/watch?v=4K6HH785IVk
hxegYJjsTDI,UCd6MoB9NC6uYN2grvUNT-Zg,https://www.youtube.com/watch?v=hxegYJjsTDI
m-JARE9nFgY,UCd6MoB9NC6uYN2grvUNT-Zg,https://www.youtube.com/watch?v=m-JARE9nFgY
7X1p8cm29SY,UCd6MoB9NC6uYN2grvUNT-Zg,https://www.youtube.com/watch?v=7X1p8cm29SY
GUm7ObKfsPU,UCd6MoB9NC6uYN2grvUNT-Zg,https://www.youtube.com/watch?v=GUm7ObKfsPU
MFhi5c7bUf4,UCd6MoB9NC6uYN2grvUNT-Zg,https://www.youtube.com/watch?v=MFhi5c7bUf4
8Jb86MZBGZ4,UCd6MoB9NC6uYN2grvUNT-Zg,https://www.youtube.com/watch?v=8Jb86MZBGZ4
blIJbY2Ru3c,UCd6MoB9NC6uYN2grvUNT-Zg,https://www.youtube.com/watch?v=blIJbY2Ru3c
WCQay392DPY,UCd6MoB9NC6uYN2grvUNT-Zg,https://www.youtube.com/watch?v=WCQay392DPY
yVPPtvBt_TA,UCd6MoB9NC6uYN2grvUNT-Zg,https://www.youtube.com/watch?v=yVPPtvBt_TA
O1Y7sVqz-vc,UCd6MoB9NC6uYN2grvUNT-Zg,https://www.youtube.com/watch?v=O1Y7sVqz-vc
MzMHG_3voeY,UCd6MoB9NC6uYN2grvUNT-Zg,https://www.youtube.com/watch?v=MzMHG_3voeY
hPHFcTH8mD8,UCd6MoB9NC6uYN2grvUNT-Zg,https://www.youtube.com/watch?v=hPHFcTH8mD8
c88HXZio0q0,UCd6MoB9NC6uYN2grvUNT-Zg,https://www.youtube.com/watch?v=c88HXZio0q0
CHBxyqjaz3o,UCd6MoB9NC6uYN2grvUNT-Zg,https://www.youtube.com/watch?v=CHBxyqjaz3o
OuvrgkBOsz0,UCd6MoB9NC6uYN2grvUNT-Zg,https://www.youtube.com/watch?v=OuvrgkBOsz0
mX0oohUB8ck,UCd6MoB9NC6uYN2grvUNT-Zg,https://www.youtube.com/watch?v=mX0oohUB8ck
s2tXklqIgh4,UCd6MoB9NC6uYN2grvUNT-Zg,https://www.youtube.com/watch?v=s2tXklqIgh4
dwtIZedZEfY,UCd6MoB9NC6uYN2grvUNT-Zg,https://www.youtube.com/watch?v=dwtIZedZEfY
aesWvhXJTs8,UCd6MoB9NC6uYN2grvUNT-Zg,https://www.youtube.com/watch?v=aesWvhXJTs8
AT-FbrDt7sI,UCd6MoB9NC6uYN2grvUNT-Zg,https://www.youtube.com/watch?v=AT-FbrDt7sI
CUNcbogIxUU,UCd6MoB9NC6uYN2grvUNT-Zg,https://www.youtube.com/watch?v=CUNcbogIxUU
Jzu-DXmGFlU,UCd6MoB9NC6uYN2grvUNT-Zg,https://www.youtube.com/watch?v=Jzu-DXmGFlU
jmy9sNy36so,UCd6MoB9NC6uYN2grvUNT-Zg,https://www.youtube.com/watch?v=jmy9sNy36so
eVXrDL9KNIE,UCd6MoB9NC6uYN2grvUNT-Zg,https://www.youtube.com/watch?v=eVXrDL9KNIE
LZzdsB2oh2Y,UCd6MoB9NC6uYN2grvUNT-Zg,https://www.youtube.com/watch?v=LZzdsB2oh2Y
yDDRagJc1FQ,UCd6MoB9NC6uYN2grvUNT-Zg,https://www.youtube.com/watch?v=yDDRagJc1FQ
lxXGhROqkaQ,UCd6MoB9NC6uYN2grvUNT-Zg,https://www.youtube.com/watch?v=lxXGhROqkaQ
00EluGhzmgY,UCd6MoB9NC6uYN2grvUNT-Zg,https://www.youtube.com/watch?v=00EluGhzmgY
HCTvT5uhFI4,UCd6MoB9NC6uYN2grvUNT-Zg,https://www.youtube.com/watch?v=HCTvT5uhFI4
YTaRu8AKt9w,UCd6MoB9NC6uYN2grvUNT-Zg,https://www.youtube.com/watch?v=YTaRu8AKt9w
